RZERO,PPM,DATE
1926.52,792.69,2019-03-31 02:20:11
1926.52,792.69,2019-03-31 02:20:13
1926.52,792.69,2019-03-31 02:20:14
1926.52,792.69,2019-03-31 02:20:15
1926.52,792.69,2019-03-31 02:20:16
1926.52,792.69,2019-03-31 02:20:17
1926.52,792.69,2019-03-31 02:20:18
1926.52,792.69,2019-03-31 02:20:19
1926.52,847.86,2019-03-31 02:20:20
1926.52,847.86,2019-03-31 02:20:21
1926.52,792.69,2019-03-31 02:20:22
1926.52,792.69,2019-03-31 02:20:23
1926.52,792.69,2019-03-31 02:20:24
1926.52,792.69,2019-03-31 02:20:25
1926.52,792.69,2019-03-31 02:20:26
1926.52,847.86,2019-03-31 02:20:27
1926.52,792.69,2019-03-31 02:20:28
1926.52,847.86,2019-03-31 02:20:29
1926.52,792.69,2019-03-31 02:20:30
1926.52,847.86,2019-03-31 02:20:31
1926.52,792.69,2019-03-31 02:20:32
1926.52,792.69,2019-03-31 02:20:33
1926.52,792.69,2019-03-31 02:20:34
1926.52,792.69,2019-03-31 02:20:35
1926.52,792.69,2019-03-31 02:20:36
1926.52,847.86,2019-03-31 02:20:37
1926.52,792.69,2019-03-31 02:20:38
1926.52,847.86,2019-03-31 02:20:39
1926.52,792.69,2019-03-31 02:20:40
1926.52,792.69,2019-03-31 02:20:41
1926.52,792.69,2019-03-31 02:20:42
1926.52,792.69,2019-03-31 02:20:43
1926.52,847.86,2019-03-31 02:20:44
1926.52,792.69,2019-03-31 02:20:45
1926.52,792.69,2019-03-31 02:20:46
1926.52,792.69,2019-03-31 02:20:47
1926.52,847.86,2019-03-31 02:20:48
1926.52,792.69,2019-03-31 02:20:49
1926.52,847.86,2019-03-31 02:20:50
1926.52,792.69,2019-03-31 02:20:51
1926.52,792.69,2019-03-31 02:20:52
1926.52,792.69,2019-03-31 02:20:53
1926.52,792.69,2019-03-31 02:20:54
1926.52,792.69,2019-03-31 02:20:55
1926.52,847.86,2019-03-31 02:20:56
1926.52,792.69,2019-03-31 02:20:57
1926.52,792.69,2019-03-31 02:20:58
1926.52,792.69,2019-03-31 02:20:59
1926.52,792.69,2019-03-31 02:21:00
1926.52,792.69,2019-03-31 02:21:01
1926.52,792.69,2019-03-31 02:21:02
1926.52,792.69,2019-03-31 02:21:03
1926.52,792.69,2019-03-31 02:21:04
1926.52,792.69,2019-03-31 02:21:05
1926.52,792.69,2019-03-31 02:21:06
1926.52,792.69,2019-03-31 02:21:07
1926.52,792.69,2019-03-31 02:21:08
1926.52,792.69,2019-03-31 02:21:09
1926.52,792.69,2019-03-31 02:21:10
1926.52,847.86,2019-03-31 02:21:11
1926.52,792.69,2019-03-31 02:21:12
1926.52,792.69,2019-03-31 02:21:13
1926.52,847.86,2019-03-31 02:21:14
1926.52,792.69,2019-03-31 02:21:15
1926.52,792.69,2019-03-31 02:21:16
1926.52,792.69,2019-03-31 02:21:17
1926.52,847.86,2019-03-31 02:21:18
1926.52,792.69,2019-03-31 02:21:19
1926.52,847.86,2019-03-31 02:21:20
1926.52,792.69,2019-03-31 02:21:21
1926.52,847.86,2019-03-31 02:21:22
1926.52,792.69,2019-03-31 02:21:23
1926.52,792.69,2019-03-31 02:21:24
1926.52,792.69,2019-03-31 02:21:25
1926.52,792.69,2019-03-31 02:21:26
1926.52,792.69,2019-03-31 02:21:27
1926.52,792.69,2019-03-31 02:21:28
1926.52,792.69,2019-03-31 02:21:29
1926.52,792.69,2019-03-31 02:21:30
1926.52,847.86,2019-03-31 02:21:31
1926.52,792.69,2019-03-31 02:21:32
1926.52,792.69,2019-03-31 02:21:33
1926.52,792.69,2019-03-31 02:21:34
1926.52,792.69,2019-03-31 02:21:35
1926.52,792.69,2019-03-31 02:21:36
1926.52,792.69,2019-03-31 02:21:37
1926.52,792.69,2019-03-31 02:21:38
1926.52,792.69,2019-03-31 02:21:39
1926.52,792.69,2019-03-31 02:21:40
1926.52,792.69,2019-03-31 02:21:41
1926.52,792.69,2019-03-31 02:21:42
1926.52,792.69,2019-03-31 02:21:43
1926.52,792.69,2019-03-31 02:21:44
1926.52,847.86,2019-03-31 02:21:45
1926.52,792.69,2019-03-31 02:21:46
1926.52,792.69,2019-03-31 02:21:47
1926.52,792.69,2019-03-31 02:21:48
1926.52,792.69,2019-03-31 02:21:49
1926.52,792.69,2019-03-31 02:21:50
1926.52,847.86,2019-03-31 02:21:51
1926.52,792.69,2019-03-31 02:21:52
1926.52,792.69,2019-03-31 02:21:53
1926.52,792.69,2019-03-31 02:21:54
1926.52,792.69,2019-03-31 02:21:55
1926.52,792.69,2019-03-31 02:21:56
1926.52,792.69,2019-03-31 02:21:57
1926.52,792.69,2019-03-31 02:21:58
1926.52,847.86,2019-03-31 02:21:59
1926.52,792.69,2019-03-31 02:22:00
1926.52,792.69,2019-03-31 02:22:01
1926.52,792.69,2019-03-31 02:22:02
1926.52,792.69,2019-03-31 02:22:03
1926.52,792.69,2019-03-31 02:22:04
1926.52,792.69,2019-03-31 02:22:05
1926.52,792.69,2019-03-31 02:22:06
1926.52,847.86,2019-03-31 02:22:07
1926.52,847.86,2019-03-31 02:22:08
1926.52,792.69,2019-03-31 02:22:09
1926.52,792.69,2019-03-31 02:22:10
1926.52,792.69,2019-03-31 02:22:11
1926.52,792.69,2019-03-31 02:22:12
1926.52,792.69,2019-03-31 02:22:13
1926.52,792.69,2019-03-31 02:22:14
1926.52,792.69,2019-03-31 02:22:15
1926.52,792.69,2019-03-31 02:22:16
1926.52,792.69,2019-03-31 02:22:17
1926.52,792.69,2019-03-31 02:22:18
1926.52,847.86,2019-03-31 02:22:19
1926.52,792.69,2019-03-31 02:22:20
1926.52,792.69,2019-03-31 02:22:21
1926.52,792.69,2019-03-31 02:22:22
1926.52,792.69,2019-03-31 02:22:23
1926.52,847.86,2019-03-31 02:22:24
1926.52,792.69,2019-03-31 02:22:25
1926.52,792.69,2019-03-31 02:22:26
1926.52,792.69,2019-03-31 02:22:27
1926.52,792.69,2019-03-31 02:22:28
1926.52,792.69,2019-03-31 02:22:29
1926.52,792.69,2019-03-31 02:22:30
1926.52,792.69,2019-03-31 02:22:31
1926.52,792.69,2019-03-31 02:22:32
1926.52,792.69,2019-03-31 02:22:33
1926.52,847.86,2019-03-31 02:22:34
1926.52,792.69,2019-03-31 02:22:35
1926.52,792.69,2019-03-31 02:22:36
1926.52,847.86,2019-03-31 02:22:37
1926.52,792.69,2019-03-31 02:22:38
1926.52,792.69,2019-03-31 02:22:39
1926.52,792.69,2019-03-31 02:22:40
1926.52,792.69,2019-03-31 02:22:41
1926.52,847.86,2019-03-31 02:22:42
1926.52,847.86,2019-03-31 02:22:43
1926.52,847.86,2019-03-31 02:22:44
1926.52,792.69,2019-03-31 02:22:45
1926.52,847.86,2019-03-31 02:22:46
1926.52,792.69,2019-03-31 02:22:47
1926.52,792.69,2019-03-31 02:22:48
1926.52,847.86,2019-03-31 02:22:49
1926.52,792.69,2019-03-31 02:22:50
1926.52,792.69,2019-03-31 02:22:51
1926.52,847.86,2019-03-31 02:22:52
1926.52,847.86,2019-03-31 02:22:53
1926.52,792.69,2019-03-31 02:22:54
1926.52,792.69,2019-03-31 02:22:55
1926.52,792.69,2019-03-31 02:22:56
1926.52,847.86,2019-03-31 02:22:57
1926.52,792.69,2019-03-31 02:22:58
1926.52,792.69,2019-03-31 02:22:59
1926.52,847.86,2019-03-31 02:23:00
1926.52,847.86,2019-03-31 02:23:01
1926.52,792.69,2019-03-31 02:23:02
1926.52,847.86,2019-03-31 02:23:03
1926.52,792.69,2019-03-31 02:23:04
1926.52,792.69,2019-03-31 02:23:05
1926.52,847.86,2019-03-31 02:23:06
1926.52,792.69,2019-03-31 02:23:07
1926.52,847.86,2019-03-31 02:23:08
1926.52,847.86,2019-03-31 02:23:09
1926.52,792.69,2019-03-31 02:23:10
1926.52,792.69,2019-03-31 02:23:11
1926.52,847.86,2019-03-31 02:23:12
1926.52,792.69,2019-03-31 02:23:13
1926.52,792.69,2019-03-31 02:23:14
1926.52,792.69,2019-03-31 02:23:15
1926.52,847.86,2019-03-31 02:23:16
1926.52,792.69,2019-03-31 02:23:17
1926.52,847.86,2019-03-31 02:23:18
1926.52,792.69,2019-03-31 02:23:19
1926.52,792.69,2019-03-31 02:23:20
1926.52,792.69,2019-03-31 02:23:21
1926.52,847.86,2019-03-31 02:23:22
1926.52,792.69,2019-03-31 02:23:23
1926.52,792.69,2019-03-31 02:23:24
1926.52,847.86,2019-03-31 02:23:25
1926.52,792.69,2019-03-31 02:23:26
1926.52,792.69,2019-03-31 02:23:27
1926.52,792.69,2019-03-31 02:23:28
1926.52,792.69,2019-03-31 02:23:29
1880.28,792.69,2019-03-31 02:23:30
1926.52,847.86,2019-03-31 02:23:31
1926.52,792.69,2019-03-31 02:23:32
1926.52,792.69,2019-03-31 02:23:33
1926.52,847.86,2019-03-31 02:23:34
1926.52,847.86,2019-03-31 02:23:35
1926.52,792.69,2019-03-31 02:23:36
1926.52,847.86,2019-03-31 02:23:37
1926.52,847.86,2019-03-31 02:23:38
1926.52,847.86,2019-03-31 02:23:39
1926.52,792.69,2019-03-31 02:23:40
1926.52,792.69,2019-03-31 02:23:41
1926.52,792.69,2019-03-31 02:23:42
1926.52,847.86,2019-03-31 02:23:43
1926.52,847.86,2019-03-31 02:23:44
1926.52,792.69,2019-03-31 02:23:45
1926.52,792.69,2019-03-31 02:23:46
1926.52,792.69,2019-03-31 02:23:47
1926.52,792.69,2019-03-31 02:23:48
1926.52,792.69,2019-03-31 02:23:49
1926.52,792.69,2019-03-31 02:23:50
1926.52,847.86,2019-03-31 02:23:51
1926.52,792.69,2019-03-31 02:23:52
1926.52,792.69,2019-03-31 02:23:53
1926.52,792.69,2019-03-31 02:23:54
1926.52,847.86,2019-03-31 02:23:55
1926.52,792.69,2019-03-31 02:23:56
1926.52,847.86,2019-03-31 02:23:57
1926.52,792.69,2019-03-31 02:23:58
1926.52,792.69,2019-03-31 02:23:59
1926.52,792.69,2019-03-31 02:24:00
1926.52,792.69,2019-03-31 02:24:01
1926.52,847.86,2019-03-31 02:24:02
1926.52,792.69,2019-03-31 02:24:03
1926.52,792.69,2019-03-31 02:24:04
1926.52,792.69,2019-03-31 02:24:05
1926.52,792.69,2019-03-31 02:24:06
1926.52,792.69,2019-03-31 02:24:07
1926.52,792.69,2019-03-31 02:24:08
1926.52,792.69,2019-03-31 02:24:09
1926.52,847.86,2019-03-31 02:24:10
1926.52,792.69,2019-03-31 02:24:11
1926.52,792.69,2019-03-31 02:24:12
1926.52,792.69,2019-03-31 02:24:13
1926.52,847.86,2019-03-31 02:24:14
1926.52,792.69,2019-03-31 02:24:15
1926.52,792.69,2019-03-31 02:24:16
1926.52,792.69,2019-03-31 02:24:17
1926.52,792.69,2019-03-31 02:24:18
1926.52,847.86,2019-03-31 02:24:19
1926.52,792.69,2019-03-31 02:24:20
1926.52,847.86,2019-03-31 02:24:21
1926.52,792.69,2019-03-31 02:24:22
1926.52,792.69,2019-03-31 02:24:23
1926.52,792.69,2019-03-31 02:24:24
1926.52,847.86,2019-03-31 02:24:25
1926.52,792.69,2019-03-31 02:24:26
1926.52,792.69,2019-03-31 02:24:27
1926.52,792.69,2019-03-31 02:24:28
1926.52,792.69,2019-03-31 02:24:29
1926.52,792.69,2019-03-31 02:24:30
1926.52,847.86,2019-03-31 02:24:31
1926.52,792.69,2019-03-31 02:24:32
1926.52,792.69,2019-03-31 02:24:33
1926.52,792.69,2019-03-31 02:24:34
1926.52,792.69,2019-03-31 02:24:35
1926.52,792.69,2019-03-31 02:24:36
1926.52,847.86,2019-03-31 02:24:37
1926.52,792.69,2019-03-31 02:24:38
1926.52,792.69,2019-03-31 02:24:39
1926.52,792.69,2019-03-31 02:24:40
1926.52,847.86,2019-03-31 02:24:41
1926.52,847.86,2019-03-31 02:24:42
1926.52,847.86,2019-03-31 02:24:43
1926.52,792.69,2019-03-31 02:24:44
1926.52,792.69,2019-03-31 02:24:45
1926.52,847.86,2019-03-31 02:24:46
1926.52,792.69,2019-03-31 02:24:47
1926.52,792.69,2019-03-31 02:24:48
1926.52,847.86,2019-03-31 02:24:49
1926.52,792.69,2019-03-31 02:24:50
1926.52,792.69,2019-03-31 02:24:51
1926.52,847.86,2019-03-31 02:24:52
1926.52,847.86,2019-03-31 02:24:53
1926.52,847.86,2019-03-31 02:24:54
1926.52,792.69,2019-03-31 02:24:55
1926.52,847.86,2019-03-31 02:24:56
1926.52,792.69,2019-03-31 02:24:57
1926.52,792.69,2019-03-31 02:24:58
1880.28,792.69,2019-03-31 02:24:59
1926.52,792.69,2019-03-31 02:25:00
1926.52,792.69,2019-03-31 02:25:01
1926.52,792.69,2019-03-31 02:25:02
1926.52,847.86,2019-03-31 02:25:03
1926.52,792.69,2019-03-31 02:25:04
1926.52,792.69,2019-03-31 02:25:05
1926.52,792.69,2019-03-31 02:25:06
1926.52,792.69,2019-03-31 02:25:07
1926.52,847.86,2019-03-31 02:25:08
1926.52,847.86,2019-03-31 02:25:09
1926.52,847.86,2019-03-31 02:25:10
1926.52,792.69,2019-03-31 02:25:11
1926.52,792.69,2019-03-31 02:25:12
1926.52,847.86,2019-03-31 02:25:13
1926.52,847.86,2019-03-31 02:25:14
1926.52,792.69,2019-03-31 02:25:15
1926.52,792.69,2019-03-31 02:25:16
1926.52,847.86,2019-03-31 02:25:17
1926.52,792.69,2019-03-31 02:25:18
1926.52,847.86,2019-03-31 02:25:19
1926.52,792.69,2019-03-31 02:25:20
1926.52,792.69,2019-03-31 02:25:21
1926.52,792.69,2019-03-31 02:25:22
1926.52,792.69,2019-03-31 02:25:23
1926.52,792.69,2019-03-31 02:25:24
1926.52,847.86,2019-03-31 02:25:25
1926.52,792.69,2019-03-31 02:25:26
1926.52,792.69,2019-03-31 02:25:27
1926.52,792.69,2019-03-31 02:25:28
1926.52,792.69,2019-03-31 02:25:29
1926.52,792.69,2019-03-31 02:25:30
1926.52,792.69,2019-03-31 02:25:31
1926.52,847.86,2019-03-31 02:25:32
1926.52,792.69,2019-03-31 02:25:33
1926.52,792.69,2019-03-31 02:25:34
1926.52,792.69,2019-03-31 02:25:35
1926.52,847.86,2019-03-31 02:25:36
1926.52,792.69,2019-03-31 02:25:37
1926.52,792.69,2019-03-31 02:25:38
1926.52,792.69,2019-03-31 02:25:39
1926.52,792.69,2019-03-31 02:25:40
1926.52,792.69,2019-03-31 02:25:41
1926.52,847.86,2019-03-31 02:25:42
1926.52,792.69,2019-03-31 02:25:43
1926.52,847.86,2019-03-31 02:25:44
1926.52,792.69,2019-03-31 02:25:45
1926.52,792.69,2019-03-31 02:25:46
1880.28,792.69,2019-03-31 02:25:47
1926.52,792.69,2019-03-31 02:25:48
1926.52,792.69,2019-03-31 02:25:49
1926.52,792.69,2019-03-31 02:25:50
1926.52,792.69,2019-03-31 02:25:51
1926.52,792.69,2019-03-31 02:25:52
1926.52,792.69,2019-03-31 02:25:54
1926.52,792.69,2019-03-31 02:25:55
1926.52,792.69,2019-03-31 02:25:56
1926.52,792.69,2019-03-31 02:25:57
1926.52,792.69,2019-03-31 02:25:58
1926.52,792.69,2019-03-31 02:25:59
1926.52,847.86,2019-03-31 02:26:00
1926.52,792.69,2019-03-31 02:26:01
1926.52,792.69,2019-03-31 02:26:02
1926.52,792.69,2019-03-31 02:26:03
1926.52,847.86,2019-03-31 02:26:04
1926.52,792.69,2019-03-31 02:26:05
1926.52,792.69,2019-03-31 02:26:06
1926.52,792.69,2019-03-31 02:26:07
1926.52,847.86,2019-03-31 02:26:08
1926.52,847.86,2019-03-31 02:26:09
1926.52,792.69,2019-03-31 02:26:10
1926.52,792.69,2019-03-31 02:26:11
1926.52,792.69,2019-03-31 02:26:12
1926.52,847.86,2019-03-31 02:26:13
1926.52,792.69,2019-03-31 02:26:14
1926.52,792.69,2019-03-31 02:26:15
1926.52,792.69,2019-03-31 02:26:16
1926.52,792.69,2019-03-31 02:26:17
1926.52,792.69,2019-03-31 02:26:18
1926.52,792.69,2019-03-31 02:26:19
1926.52,792.69,2019-03-31 02:26:20
1926.52,847.86,2019-03-31 02:26:21
1926.52,847.86,2019-03-31 02:26:22
1926.52,792.69,2019-03-31 02:26:23
1926.52,792.69,2019-03-31 02:26:24
1926.52,792.69,2019-03-31 02:26:25
1926.52,792.69,2019-03-31 02:26:26
1926.52,847.86,2019-03-31 02:26:27
1926.52,792.69,2019-03-31 02:26:28
1926.52,792.69,2019-03-31 02:26:29
1926.52,847.86,2019-03-31 02:26:30
1926.52,847.86,2019-03-31 02:26:31
1926.52,792.69,2019-03-31 02:26:32
1926.52,792.69,2019-03-31 02:26:33
1926.52,792.69,2019-03-31 02:26:34
1926.52,792.69,2019-03-31 02:26:35
1926.52,792.69,2019-03-31 02:26:36
1926.52,792.69,2019-03-31 02:26:37
1926.52,792.69,2019-03-31 02:26:38
1926.52,792.69,2019-03-31 02:26:39
1926.52,792.69,2019-03-31 02:26:40
1926.52,792.69,2019-03-31 02:26:41
1926.52,792.69,2019-03-31 02:26:42
1926.52,792.69,2019-03-31 02:26:43
1926.52,847.86,2019-03-31 02:26:44
1926.52,792.69,2019-03-31 02:26:45
1926.52,847.86,2019-03-31 02:26:46
1926.52,792.69,2019-03-31 02:26:47
1926.52,792.69,2019-03-31 02:26:48
1926.52,847.86,2019-03-31 02:26:49
1926.52,792.69,2019-03-31 02:26:50
1926.52,792.69,2019-03-31 02:26:51
1926.52,792.69,2019-03-31 02:26:52
1926.52,792.69,2019-03-31 02:26:53
1926.52,792.69,2019-03-31 02:26:54
1926.52,792.69,2019-03-31 02:26:55
1926.52,792.69,2019-03-31 02:26:56
1926.52,792.69,2019-03-31 02:26:57
1926.52,847.86,2019-03-31 02:26:58
1926.52,847.86,2019-03-31 02:26:59
1926.52,792.69,2019-03-31 02:27:00
1926.52,792.69,2019-03-31 02:27:01
1926.52,792.69,2019-03-31 02:27:02
1926.52,792.69,2019-03-31 02:27:03
1926.52,847.86,2019-03-31 02:27:04
1926.52,847.86,2019-03-31 02:27:05
1926.52,792.69,2019-03-31 02:27:06
1926.52,792.69,2019-03-31 02:27:07
1926.52,792.69,2019-03-31 02:27:08
1926.52,792.69,2019-03-31 02:27:09
1926.52,792.69,2019-03-31 02:27:10
1926.52,792.69,2019-03-31 02:27:11
1926.52,792.69,2019-03-31 02:27:12
1926.52,792.69,2019-03-31 02:27:13
1926.52,792.69,2019-03-31 02:27:14
1926.52,847.86,2019-03-31 02:27:15
1926.52,792.69,2019-03-31 02:27:16
1926.52,792.69,2019-03-31 02:27:17
1926.52,792.69,2019-03-31 02:27:18
1926.52,792.69,2019-03-31 02:27:19
1926.52,792.69,2019-03-31 02:27:20
1926.52,792.69,2019-03-31 02:27:21
1926.52,792.69,2019-03-31 02:27:22
1926.52,847.86,2019-03-31 02:27:23
1926.52,792.69,2019-03-31 02:27:24
1926.52,792.69,2019-03-31 02:27:25
1926.52,792.69,2019-03-31 02:27:26
1926.52,792.69,2019-03-31 02:27:27
1926.52,792.69,2019-03-31 02:27:28
1926.52,847.86,2019-03-31 02:27:29
1926.52,792.69,2019-03-31 02:27:30
1926.52,792.69,2019-03-31 02:27:31
1926.52,792.69,2019-03-31 02:27:32
1926.52,847.86,2019-03-31 02:27:33
1926.52,847.86,2019-03-31 02:27:34
1926.52,792.69,2019-03-31 02:27:35
1926.52,792.69,2019-03-31 02:27:36
1926.52,792.69,2019-03-31 02:27:37
1926.52,847.86,2019-03-31 02:27:38
1926.52,792.69,2019-03-31 02:27:39
1926.52,847.86,2019-03-31 02:27:40
1926.52,792.69,2019-03-31 02:27:41
1926.52,792.69,2019-03-31 02:27:42
1926.52,792.69,2019-03-31 02:27:43
1926.52,792.69,2019-03-31 02:27:44
1926.52,792.69,2019-03-31 02:27:45
1926.52,792.69,2019-03-31 02:27:46
1926.52,792.69,2019-03-31 02:27:47
1926.52,792.69,2019-03-31 02:27:48
1926.52,792.69,2019-03-31 02:27:49
1926.52,847.86,2019-03-31 02:27:50
1926.52,792.69,2019-03-31 02:27:51
1926.52,792.69,2019-03-31 02:27:52
1926.52,792.69,2019-03-31 02:27:53
1926.52,792.69,2019-03-31 02:27:54
1926.52,847.86,2019-03-31 02:27:55
1926.52,792.69,2019-03-31 02:27:56
1926.52,792.69,2019-03-31 02:27:57
1926.52,792.69,2019-03-31 02:27:58
1926.52,792.69,2019-03-31 02:27:59
1926.52,792.69,2019-03-31 02:28:00
1926.52,792.69,2019-03-31 02:28:01
1926.52,792.69,2019-03-31 02:28:02
1926.52,792.69,2019-03-31 02:28:03
1926.52,792.69,2019-03-31 02:28:04
1926.52,792.69,2019-03-31 02:28:05
1926.52,847.86,2019-03-31 02:28:06
1926.52,792.69,2019-03-31 02:28:07
1926.52,792.69,2019-03-31 02:28:08
1926.52,792.69,2019-03-31 02:28:09
1926.52,847.86,2019-03-31 02:28:10
1926.52,792.69,2019-03-31 02:28:11
1926.52,792.69,2019-03-31 02:28:12
1926.52,792.69,2019-03-31 02:28:13
1926.52,792.69,2019-03-31 02:28:14
1926.52,792.69,2019-03-31 02:28:15
1926.52,792.69,2019-03-31 02:28:16
1926.52,792.69,2019-03-31 02:28:17
1926.52,792.69,2019-03-31 02:28:18
1926.52,792.69,2019-03-31 02:28:19
1926.52,792.69,2019-03-31 02:28:20
1926.52,792.69,2019-03-31 02:28:21
1926.52,847.86,2019-03-31 02:28:22
1926.52,792.69,2019-03-31 02:28:23
1926.52,792.69,2019-03-31 02:28:24
1926.52,792.69,2019-03-31 02:28:25
1926.52,792.69,2019-03-31 02:28:26
1926.52,792.69,2019-03-31 02:28:27
1926.52,792.69,2019-03-31 02:28:28
1926.52,792.69,2019-03-31 02:28:29
1926.52,792.69,2019-03-31 02:28:30
1926.52,792.69,2019-03-31 02:28:31
1926.52,792.69,2019-03-31 02:28:32
1926.52,792.69,2019-03-31 02:28:33
1926.52,792.69,2019-03-31 02:28:34
1926.52,792.69,2019-03-31 02:28:35
1926.52,792.69,2019-03-31 02:28:36
1926.52,792.69,2019-03-31 02:28:37
1926.52,792.69,2019-03-31 02:28:38
1926.52,847.86,2019-03-31 02:28:39
1926.52,792.69,2019-03-31 02:28:40
1926.52,792.69,2019-03-31 02:28:41
1926.52,792.69,2019-03-31 02:28:42
1926.52,792.69,2019-03-31 02:28:43
1926.52,792.69,2019-03-31 02:28:44
1926.52,792.69,2019-03-31 02:28:45
1926.52,792.69,2019-03-31 02:28:46
1926.52,792.69,2019-03-31 02:28:47
1926.52,792.69,2019-03-31 02:28:48
1926.52,792.69,2019-03-31 02:28:49
1926.52,792.69,2019-03-31 02:28:50
1926.52,792.69,2019-03-31 02:28:51
1926.52,847.86,2019-03-31 02:28:52
1926.52,792.69,2019-03-31 02:28:53
1926.52,792.69,2019-03-31 02:28:54
1926.52,792.69,2019-03-31 02:28:55
1926.52,792.69,2019-03-31 02:28:56
1926.52,792.69,2019-03-31 02:28:57
1926.52,792.69,2019-03-31 02:28:58
1926.52,792.69,2019-03-31 02:28:59
1926.52,792.69,2019-03-31 02:29:00
1926.52,792.69,2019-03-31 02:29:01
1926.52,792.69,2019-03-31 02:29:02
1926.52,792.69,2019-03-31 02:29:03
1926.52,792.69,2019-03-31 02:29:04
1926.52,847.86,2019-03-31 02:29:05
1926.52,792.69,2019-03-31 02:29:06
1926.52,792.69,2019-03-31 02:29:07
1926.52,847.86,2019-03-31 02:29:08
1926.52,847.86,2019-03-31 02:29:09
1926.52,847.86,2019-03-31 02:29:10
1926.52,792.69,2019-03-31 02:29:11
1926.52,792.69,2019-03-31 02:29:12
1926.52,792.69,2019-03-31 02:29:13
1926.52,792.69,2019-03-31 02:29:14
1926.52,792.69,2019-03-31 02:29:15
1926.52,792.69,2019-03-31 02:29:16
1926.52,792.69,2019-03-31 02:29:17
1926.52,792.69,2019-03-31 02:29:18
1926.52,792.69,2019-03-31 02:29:19
1926.52,792.69,2019-03-31 02:29:20
1926.52,792.69,2019-03-31 02:29:21
1926.52,792.69,2019-03-31 02:29:22
1926.52,792.69,2019-03-31 02:29:23
1926.52,792.69,2019-03-31 02:29:24
1926.52,792.69,2019-03-31 02:29:25
1926.52,792.69,2019-03-31 02:29:26
1926.52,792.69,2019-03-31 02:29:27
1926.52,792.69,2019-03-31 02:29:28
1926.52,792.69,2019-03-31 02:29:29
1926.52,792.69,2019-03-31 02:29:30
1926.52,792.69,2019-03-31 02:29:31
1926.52,792.69,2019-03-31 02:29:32
1926.52,792.69,2019-03-31 02:29:33
1926.52,792.69,2019-03-31 02:29:34
1926.52,792.69,2019-03-31 02:29:35
1926.52,792.69,2019-03-31 02:29:36
1926.52,792.69,2019-03-31 02:29:37
1926.52,792.69,2019-03-31 02:29:38
1926.52,792.69,2019-03-31 02:29:39
1926.52,792.69,2019-03-31 02:29:40
1926.52,792.69,2019-03-31 02:29:41
1926.52,792.69,2019-03-31 02:29:42
1926.52,792.69,2019-03-31 02:29:43
1926.52,792.69,2019-03-31 02:29:44
1926.52,792.69,2019-03-31 02:29:45
1926.52,792.69,2019-03-31 02:29:46
1926.52,792.69,2019-03-31 02:29:47
1926.52,792.69,2019-03-31 02:29:48
1926.52,792.69,2019-03-31 02:29:49
1926.52,792.69,2019-03-31 02:29:50
1926.52,792.69,2019-03-31 02:29:51
1926.52,792.69,2019-03-31 02:29:52
1926.52,792.69,2019-03-31 02:29:53
1926.52,792.69,2019-03-31 02:29:54
1926.52,792.69,2019-03-31 02:29:55
1926.52,792.69,2019-03-31 02:29:56
1926.52,792.69,2019-03-31 02:29:57
1926.52,792.69,2019-03-31 02:29:58
1926.52,792.69,2019-03-31 02:29:59
1926.52,792.69,2019-03-31 02:30:00
1926.52,792.69,2019-03-31 02:30:01
1926.52,792.69,2019-03-31 02:30:02
1926.52,792.69,2019-03-31 02:30:03
1926.52,792.69,2019-03-31 02:30:04
1926.52,792.69,2019-03-31 02:30:05
1926.52,792.69,2019-03-31 02:30:06
1926.52,792.69,2019-03-31 02:30:07
1926.52,792.69,2019-03-31 02:30:08
1926.52,792.69,2019-03-31 02:30:09
1926.52,792.69,2019-03-31 02:30:10
1926.52,792.69,2019-03-31 02:30:11
1926.52,792.69,2019-03-31 02:30:12
1926.52,792.69,2019-03-31 02:30:13
1926.52,792.69,2019-03-31 02:30:14
1926.52,792.69,2019-03-31 02:30:15
1926.52,792.69,2019-03-31 02:30:16
1926.52,792.69,2019-03-31 02:30:17
1926.52,792.69,2019-03-31 02:30:18
1926.52,792.69,2019-03-31 02:30:19
1926.52,792.69,2019-03-31 02:30:20
1926.52,792.69,2019-03-31 02:30:21
1926.52,792.69,2019-03-31 02:30:22
1926.52,792.69,2019-03-31 02:30:23
1926.52,792.69,2019-03-31 02:30:24
1926.52,792.69,2019-03-31 02:30:25
1926.52,792.69,2019-03-31 02:30:26
1926.52,792.69,2019-03-31 02:30:27
1926.52,792.69,2019-03-31 02:30:28
1926.52,792.69,2019-03-31 02:30:29
1926.52,792.69,2019-03-31 02:30:30
1926.52,792.69,2019-03-31 02:30:31
1926.52,792.69,2019-03-31 02:30:32
1926.52,792.69,2019-03-31 02:30:33
1926.52,792.69,2019-03-31 02:30:34
1926.52,792.69,2019-03-31 02:30:35
1926.52,792.69,2019-03-31 02:30:36
1926.52,792.69,2019-03-31 02:30:37
1926.52,792.69,2019-03-31 02:30:38
1926.52,792.69,2019-03-31 02:30:39
1926.52,792.69,2019-03-31 02:30:40
1926.52,792.69,2019-03-31 02:30:41
1926.52,792.69,2019-03-31 02:30:42
1926.52,792.69,2019-03-31 02:30:43
1926.52,792.69,2019-03-31 02:30:44
1926.52,792.69,2019-03-31 02:30:45
1926.52,792.69,2019-03-31 02:30:46
1926.52,792.69,2019-03-31 02:30:47
